00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-ee-d3,0,116
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-98-98-4f,0,111
00-13-a2-00-40-a1-ee-d3,0,110
00-13-a2-00-40-a1-f1-43,0,162
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-98-98-4f,0,109
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,107
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,162
00-13-a2-00-40-a1-ee-d3,0,98
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,169
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,108
00-13-a2-00-40-98-98-4f,0,110
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,107
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,111
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,110
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,111
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,92
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,160
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,108
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,162
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,160
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,107
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,171
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,162
00-13-a2-00-40-a1-ee-d3,0,107
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,107
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,170
00-13-a2-00-40-a1-ee-d3,0,99
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,108
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,109
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,108
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,111
00-13-a2-00-40-98-98-4f,0,110
00-13-a2-00-40-a1-f1-43,0,169
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,110
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,162
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,108
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,110
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,162
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,110
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,123
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,99
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,113
00-13-a2-00-40-98-98-4f,0,111
00-13-a2-00-40-a1-f1-43,0,169
00-13-a2-00-40-a1-ee-d3,0,113
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,169
00-13-a2-00-40-a1-ee-d3,0,99
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,107
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,119
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,162
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,170
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,110
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,119
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,110
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,108
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,110
00-13-a2-00-40-98-98-4f,0,111
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,172
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,109
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,173
00-13-a2-00-40-a1-ee-d3,0,88
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,111
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,113
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,109
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,161
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,99
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,161
00-13-a2-00-40-a1-ee-d3,0,113
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,99
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,119
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,119
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,118
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,98
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,113
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,110
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,100
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,163
00-13-a2-00-40-a1-ee-d3,0,107
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,99
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,99
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,168
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,169
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,114
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,111
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,169
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,108
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,90
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,169
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,166
00-13-a2-00-40-a1-ee-d3,0,101
00-13-a2-00-40-98-98-4f,0,112
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,102
00-13-a2-00-40-98-98-4f,0,117
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,104
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,103
00-13-a2-00-40-98-98-4f,0,115
00-13-a2-00-40-a1-f1-43,0,164
00-13-a2-00-40-a1-ee-d3,0,105
00-13-a2-00-40-98-98-4f,0,114
00-13-a2-00-40-a1-f1-43,0,167
00-13-a2-00-40-a1-ee-d3,0,117
00-13-a2-00-40-98-98-4f,0,113
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,106
00-13-a2-00-40-98-98-4f,0,116
00-13-a2-00-40-a1-f1-43,0,165
00-13-a2-00-40-a1-ee-d3,0,104
